id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"4,850",A Nightmare On Elm Street 3: Dream Warriors,1987-02-27,5000000,44793222,44793222,44793222.0,,,,,,8880555.0,5.04,123496402.0,1999-09-07,R,96,Nightmare on Elm Street,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,,"February 27th, 1987 (Wide) byNew Line",,"1,343 opening theaters/1,383 max. theaters, 6.6 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-3-A-Dream-Warriors-(1987)#tab=summary
"4,851",No se Aceptan Devoluciones,2013-08-30,5000000,44467206,100486616,44467206.0,56019410.0,100486616.0,5593245.0,1172850.0,6766095.0,7846426.0,5.46,58961436.0,2014-01-21,PG-13,115,,"Delayed Adulthood,Unexpected Families,Single Parent,Stuntman,Hispanic,Voiceover/Narration,Movie Business,Prologue,Dysfunctional Family,Intertitle,Hallucinations,Road Trip,Immigration,Human-Trafficking,Non-Chronological,Animated Sequences,Surprise Twist,Terminal Illness,Death of a Son or Daughter,Directing Yourself,Screenplay Written By the Star,Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Lionsgate,"Mexico,United States","English,Spanish","August 30th, 2013 (Limited) byLionsgate, released asInstructions Not Included","February 21st, 2014 (Wide) (Venezuela)June 26th, 2014 (Wide) (Italy)July 3rd, 2014 (Wide) (Brazil)July 19th, 2016 (Wide), released asInstructions not Included(South Korea)September 28th, 2023 (Limited) (Re-release)
 (Mexico)... Show all releases","348 opening theaters/978 max. theaters, 6.9 weeks average run per theater",44.3,https://www.the-numbers.com/movie/No-se-Aceptan-Devoluciones#tab=summary
"4,852",The Gift,2015-08-06,5000000,43787265,58978477,43787265.0,15191212.0,58978477.0,1562650.0,954429.0,2517079.0,11854273.0,3.69,55993670.0,2015-10-13,R,108,,"Set in Los Angeles,You Can't Go Home Again,Bullies,Directing Yourself,Screenplay Written By the Star,Actors Making Their Directorial Debut,Troubled Pregnancy or Miscarriage,Revenge,Addiction,Sex Crimes,Psychological Thriller,Minimal Cast,Set in California,Gaslighting,Dream Sequence,Christmas,Christmas in November,Non-Chronological,Police Investigation,Character POV shot,Insomnia,Fired,Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Blumhouse,Ahimsa Films,Blue Tongue Films",United States,English,"August 7th, 2015 (Wide) bySTX Entertainment","August 6th, 2015 (Wide) (Singapore)August 7th, 2015 (Wide) (Estonia)August 7th, 2015 (Wide) (Latvia)August 7th, 2015 (Wide) (Poland)August 7th, 2015 (Wide) (Romania)... Show all releases","2,503 opening theaters/2,503 max. theaters, 5.3 weeks average run per theater",74.2,https://www.the-numbers.com/movie/Gift-The-(2015)#tab=summary
"4,853",The Big Sick,2017-06-23,5000000,42872467,56868677,42872467.0,13996210.0,56868677.0,389684.0,695383.0,1085067.0,421577.0,5.67,51523430.0,2017-09-05,R,119,,"Arranged Marriage,Relationships Gone Wrong,Set in Chicago,College,Romance,One Night Stand,Medical and Hospitals,Interracial Romance,Dysfunctional Family,Muslims,Screenplay Written By the Star,Family Affair,Intertitle,Scene in End Credits,Culture Clash,About a Stand Up Comedian,Romantic Comedy,Autobiographical",Based on Real Life Events,Romantic Comedy,Live Action,Dramatization,"Amazon Studios,FilmNation Entertainment,Apatow Productions",United States,"English,Urdu","June 23rd, 2017 (Limited) byLionsgateJuly 14th, 2017 (Expands Wide) byLionsgate","June 30th, 2017 (Wide) (India)July 14th, 2017 (Wide), released asPěkně blbě(Czech Republic)July 28th, 2017 (Wide) (Slovakia)July 28th, 2017 (Wide) (United Kingdom)August 4th, 2017 (Wide) (Australia)... Show all releases","5 opening theaters/2,597 max. theaters, 4.9 weeks average run per theater",75.4,https://www.the-numbers.com/movie/Big-Sick-The-(2017)#tab=summary
"4,854",The Return of the Pink Panther,1975-05-16,5000000,41833347,41833424,41833347.0,77.0,41833424.0,,,,,,,2001-03-20,G,113,Pink Panther,"Crime Comedy,Sequels With Returning Stars,Delayed Sequel,Heist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,"United Kingdom,United States",English,"May 16th, 1975 (Wide) byMGM","February 29th, 2024 (Limited) (New Zealand)",,100.0,https://www.the-numbers.com/movie/Return-of-the-Pink-Panther-The#tab=summary
"4,855",The Robe,2053-09-16,5000000,36000000,36010887,36000000.0,10887.0,36010887.0,,,,,,,2007-02-09,Not Rated,135,,,Based on Religious Text,,,,,United States,English,"September 16th, 1953 (Wide)","December 31st, 1986 (Wide) (South Korea)",,100.0,https://www.the-numbers.com/movie/Robe-The#tab=summary
"4,856",Freddy’s Dead: The Final Nightmare,1991-09-13,5000000,34872033,34872033,34872033.0,,,,,,12966525.0,2.69,89292282.0,1997-08-12,R,89,Nightmare on Elm Street,"Slasher Horror,3-D - Shot in 3-D",Original Screenplay,Horror,Live Action,Contemporary Fiction,New Line Cinema,United States,English,"September 13th, 1991 (Wide) byNew Line",,"1,862 opening theaters/1,862 max. theaters, 4.7 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Freddys-Dead-The-Final-Nightmare#tab=summary
"4,857",Overcomer,2019-08-22,5000000,34700142,38093564,34700142.0,3393422.0,38093564.0,8960015.0,4661320.0,13621335.0,8146533.0,4.26,40837066.0,2019-12-17,PG,115,,"Screenplay Written By the Star,Directing Yourself,Family Affair,Basketball,High School,High School Sports,Fired,Economic Crash,Faith-Based Film,Faith-Based Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Affirm Films,Sony Pictures,Faithstep Films,Provident Films,Kendrick Brothers Productions",United States,English,"August 23rd, 2019 (Wide) bySony Pictures","August 22nd, 2019 (Wide) (New Zealand)August 23rd, 2019 (Wide) (Australia)September 13th, 2019 (Wide), released asVencedor(Mexico)October 25th, 2019 (Wide) (Argentina)November 22nd, 2019 (Wide) (Brazil)... Show all releases","1,723 opening theaters/2,293 max. theaters, 5.4 weeks average run per theater",91.1,https://www.the-numbers.com/movie/Overcomer-(2019)#tab=summary
"4,858",Monster,2003-12-24,5000000,34469210,64200321,34469210.0,29731111.0,64200321.0,,,,86831.0,9.81,59859044.0,2004-06-01,R,109,,"Biography,Serial Killer,LGBTQ+,Prostitution,Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,English,"December 24th, 2003 (Limited) byNewmarket FilmsJanuary 30th, 2004 (Expands Wide) byNewmarket Films","March 25th, 2004 (Limited) (Australia)","4 opening theaters/1,093 max. theaters, 8.8 weeks average run per theater",53.7,https://www.the-numbers.com/movie/Monster#tab=summary
"4,859",Paranormal Activity: The Marked Ones,2014-01-03,5000000,32462372,90904854,32462372.0,58442482.0,90904854.0,1537089.0,1024883.0,2561972.0,18343611.0,1.77,42951918.0,2014-04-08,R,84,Paranormal Activity,"Occult,Possessed,Found Footage,Filmed By a Character,Hispanic,Prologue,Intertitle,Supernatural,Supernatural Horror",Spin-Off,Horror,Live Action,Contemporary Fiction,"Blumhouse,Solana Films",United States,"English,Spanish","January 3rd, 2014 (Wide) byParamount Pictures","January 23rd, 2014 (Limited) (Australia)","2,867 opening theaters/2,883 max. theaters, 2.8 weeks average run per theater",35.7,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones#tab=summary
"4,860",The Forge,2024-08-23,5000000,29123632,29705427,29123632.0,581795.0,29705427.0,,,,6659508.0,4.37,29123632.0,2024-10-08,PG,123,,"Delayed Adulthood,African Americans,Faith-Based Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Affirm Films,Sony Pictures,Provident Films",United States,English,"August 23rd, 2024 (Wide) bySony Pictures","August 29th, 2024 (Limited) (Australia)August 29th, 2024 (Limited) (Mexico)August 29th, 2024 (Wide) (New Zealand)September 26th, 2024 (Limited), released asA Forja - O Poder da Transformação(Brazil)","1,818 opening theaters/1,921 max. theaters, 5.3 weeks average run per theater",98.0,https://www.the-numbers.com/movie/Forge-The-(2024)#tab=summary
"4,861","20,000 Leagues Under the Sea",2054-12-23,5000000,28200000,28200000,28200000.0,,,,,,,,,1997-03-04,G,127,,"Heroic Adventure,1860s,Underwater,On a Boat",Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,,United States,English,"December 23rd, 1954 (Wide) byWalt Disney",,,100.0,https://www.the-numbers.com/movie/20000-Leagues-Under-the-Sea-(1954)#tab=summary
"4,862",Oculus,2014-04-11,5000000,27695246,44115496,27695246.0,16420250.0,44115496.0,3137155.0,1365039.0,4502194.0,12005402.0,2.31,36542799.0,2014-08-05,R,104,,"Non-Chronological,Haunting,Young Child Dealing with the Death of a Parent,Mental Illness,Possessed,Supernatural Horror,Supernatural,Remake,Director Remaking Their Own Movie,Hallucinations,Death of a Sibling",Based on Short Film,Horror,Live Action,Contemporary Fiction,"Blumhouse,Intrepid Pictures,Relativity Media",United States,English,"April 11th, 2014 (Wide) byRelativity","May 16th, 2014 (Wide) (Venezuela)June 4th, 2014 (Wide) (Belgium)June 5th, 2014 (Wide) (Chile)June 11th, 2014 (Wide) (Sweden)June 13th, 2014 (Wide) (United Kingdom)... Show all releases","2,648 opening theaters/2,648 max. theaters, 3.4 weeks average run per theater",62.8,https://www.the-numbers.com/movie/Oculus#tab=summary
"4,863",Dallas Buyers Club,2013-11-01,5000000,27298285,60611845,27298285.0,33313560.0,60611845.0,6036846.0,3873758.0,9910604.0,260865.0,10.16,36124847.0,2014-02-04,R,117,,"LGBTQ+,AIDS,Medical and Hospitals,Pharmaceuticals,Terminal Illness,Gambling,Rodeo,Epilogue,Intertitle,Bigotry,Non-Chronological,Development Hell,Biography,2014 Oscars Best Picture Nominee,1980s,Set in Dallas,Texas,Set in Mexico,Smuggler,Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"Focus Features,Truth Entertainment,Voltage Pictures,R2 Films,Evolution Independent",United States,English,"November 1st, 2013 (Limited) byFocus Features","February 13th, 2014 (Wide) (Australia)December 1st, 2022 (Limited) (Australia)","9 opening theaters/1,110 max. theaters, 7.4 weeks average run per theater",45.0,https://www.the-numbers.com/movie/Dallas-Buyers-Club#tab=summary
"4,864",No Escape,2015-08-26,5000000,27288872,42844516,27288872.0,15555644.0,42844516.0,,,,8111264.0,3.36,34896089.0,2015-11-10,R,103,,"Rebellion,Sex Crimes,Slow Motion Scene,Suicide,Non-Chronological,Action Thriller,Military Coup,Government Corruption,Corporate Malfeasance,Fugitive / On the Run",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Bold Films,Brothers Dowdle,Weinstein Company",United States,"English,Thai","August 26th, 2015 (Wide) byWeinstein Co.","August 27th, 2015 (Wide) (Singapore)August 27th, 2015 (Wide) (United Arab Emirates)August 28th, 2015 (Wide) (Turkey)September 3rd, 2015 (Wide) (Chile)September 3rd, 2015 (Wide) (Hong Kong)... Show all releases","3,355 opening theaters/3,415 max. theaters, 3.7 weeks average run per theater",63.7,https://www.the-numbers.com/movie/No-Escape-(2014)#tab=summary
"4,865",The Elephant Man,1980-10-03,5000000,26010864,26025896,26010864.0,15032.0,26025896.0,,621374.0,621374.0,,,104236843.0,2006-10-26,PG,124,,"1880s,Biographical Drama,1981 Oscars Best Picture Nominee",Based on Factual Book/Article,Drama,Live Action,Dramatization,"EMI Films,BrooksFilms Limited","United Kingdom,United States",English,"October 3rd, 1980 (Wide) byParamount Pictures","May 22nd, 1981 (Wide), released asO Homem Elefante(Portugal)December 28th, 1981 (Wide), released asFil Adam(Turkey)March 13th, 2020 (Limited) (United Kingdom)July 2nd, 2020 (Wide) (New Zealand)October 16th, 2020 (Wide), released asFil Adam(Turkey)... Show all releases",,99.9,https://www.the-numbers.com/movie/Elephant-Man-The#tab=summary
"4,866",The Lazarus Effect,2015-02-26,5000000,25801570,38359310,25801570.0,12557740.0,38359310.0,2148284.0,962533.0,3110817.0,10203437.0,2.53,32994174.0,2015-06-16,PG-13,83,,"Research Scientist,Scientific Experiment Gone Awry,Undead,Supernatural Horror,Supernatural,Heaven and Hell,Psychics,Surprise Twist,Death of a Girlfriend / Boyfriend",Original Screenplay,Horror,Live Action,Science Fiction,"Blumhouse,Mosaic Media",United States,English,"February 27th, 2015 (Wide) byLionsgate","February 26th, 2015 (Wide) (Uruguay)March 6th, 2015 (Wide) (Brazil)March 6th, 2015 (Wide) (Turkey)March 13th, 2015 (Wide) (Argentina)March 13th, 2015 (Wide) (France)... Show all releases","2,666 opening theaters/2,666 max. theaters, 3.9 weeks average run per theater",67.3,https://www.the-numbers.com/movie/Lazarus-Effect-The#tab=summary
"4,867",Memento,2001-03-16,5000000,25544867,39719431,25544867.0,14174564.0,39719431.0,,,,235488.0,16.32,48652587.0,2001-09-04,R,113,,"Non-Chronological,Revenge,Mental Illness,Faulty Memory,Film Noir,Psychological Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Newmarket Films,Summit Entertainment,Team Todd",United States,English,"March 16th, 2001 (Wide) byNewmarket Films","April 12th, 2001 (Wide) (Australia)August 24th, 2001 (Wide) (South Korea)June 26th, 2023 (Limited) (Australia)","11 opening theaters/531 max. theaters, 12.3 weeks average run per theater",64.3,https://www.the-numbers.com/movie/Memento-(2001)#tab=summary
"4,868",Our Idiot Brother,2011-08-26,5000000,24814830,25861249,24814830.0,1046419.0,25861249.0,8407762.0,1121562.0,9529324.0,7011631.0,3.54,33733143.0,2011-11-29,R,95,,"Dysfunctional Family,Delayed Adulthood,Life on the Outside,Relationship Advice,Relationships Gone Wrong,LGBTQ+,Narcotics,Comedy Drama,Infidelity,Documentarian,Ballet",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Big Beach,Likely Story",United States,English,"August 26th, 2011 (Wide) byWeinstein Co.","May 17th, 2012 (Wide) (Austria)May 17th, 2012 (Wide) (Germany)May 23rd, 2012 (Wide) (Belgium)May 31st, 2012 (Wide) (Netherlands)July 4th, 2012 (Wide) (Italy)... Show all releases","2,555 opening theaters/2,555 max. theaters, 3.9 weeks average run per theater",96.0,https://www.the-numbers.com/movie/Our-Idiot-Brother#tab=summary
"4,869",The Strangers: Prey at Night,2018-03-09,5000000,24431472,32144262,24431472.0,7712790.0,32144262.0,825981.0,1085790.0,1911771.0,10402271.0,2.35,28910127.0,2018-05-22,R,85,The Strangers,"Home Invasion,Trailer Park,Delayed Sequel,Road Trip,Based on an UNTRUE Story,Slasher Horror,Young Child Dealing with the Death of a Parent,Orphan",Based on Real Life Events,Horror,Live Action,Dramatization,"Aviron Pictures,The Fyzz Facility,White Comet Films,Bloom,Rogue Pictures",United States,English,"March 9th, 2018 (Wide) byAviron Pictures","March 9th, 2018 (Wide) (Netherlands)March 9th, 2018 (Wide) (Poland)March 9th, 2018 (Wide), released asZiyaretçiler: Gece Avı(Turkey)March 16th, 2018 (Wide), released asThe Strangers: Prey At Night(Australia)March 16th, 2018 (Wide), released asOni 2: Noční kořist(Czech Republic)... Show all releases","2,464 opening theaters/2,464 max. theaters, 3.0 weeks average run per theater",76.0,https://www.the-numbers.com/movie/Strangers-Prey-at-Night-The#tab=summary
"4,870",Clerks II,2006-07-21,5000000,24148068,27342246,24148068.0,3194178.0,27342246.0,27491363.0,,27491363.0,10061132.0,2.4,39742917.0,2006-11-28,R,97,ClerksView Askewniverse,"Gratuitous Cameos,Food,Delayed Sequel,Farcical / Slapstick Comedy,Restaurants,Delayed Adulthood",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,"July 21st, 2006 (Wide) byMGM",,"2,150 opening theaters/2,150 max. theaters, 3.2 weeks average run per theater",88.3,https://www.the-numbers.com/movie/Clerks-II#tab=summary
"4,871",The Players Club,1998-04-08,5000000,23047939,23047939,23047939.0,,,,,,5894607.0,3.91,52975852.0,1999-02-02,R,104,,"Black Comedy,Strippers / Stripping,Non-Chronological,Sex Crimes,Revenge,Dysfunctional Family,Romance,Relationships Gone Wrong,Organized Crime,Loan Shark,Money Troubles,Corrupt Cops,Actors Making Their Directorial Debut,Directing Yourself,Screenplay Written By the Star",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,New Line Cinema,United States,English,"April 8th, 1998 (Wide) byNew Line",,"593 opening theaters/1,769 max. theaters, 2.8 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Players-Club-The-(1998)#tab=summary
"4,872",Billy Elliot,2000-10-13,5000000,21995263,109252972,21995263.0,87257709.0,109252972.0,,,,215681.0,8.45,43523021.0,2001-04-20,R,110,,"LGBTQ+,Dancing,Performing Arts,Coming-of-Age Drama,Coming of Age",Original Screenplay,Drama,Live Action,Contemporary Fiction,Working Title Films,United Kingdom,English,"October 13th, 2000 (Limited) byFocus Features","February 16th, 2001 (Limited) (South Korea)April 10th, 2020 (Limited) (United Kingdom)October 4th, 2024 (Limited), released asBilly Elliot (リトル・ダンサー)(Japan)","10 opening theaters/510 max. theaters, 11.7 weeks average run per theater",20.1,https://www.the-numbers.com/movie/Billy-Elliot#tab=summary
"4,873",The Way Way Back,2013-07-05,5000000,21502690,26853810,21502690.0,5351120.0,26853810.0,4332615.0,2001415.0,6334030.0,552788.0,6.24,28511558.0,2013-10-22,PG-13,103,,"Coming of Age,First Love,Step-Family,Summer Vacation,Dysfunctional Family,Romance,Children Dealing with Divorce,Addiction,Narcotics,Delayed Adulthood,Screenplay Written By the Star,Directing Yourself,Digital Cinematography",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Sycamore Pictures,DoubleYou,OddLot Entertainment,What Just Happened Productions",United States,English,"July 5th, 2013 (Limited) byFox Searchlight","October 18th, 2013 (Wide) (Mexico)October 25th, 2013 (Wide) (Spain)October 31st, 2013 (Wide) (Argentina)November 14th, 2013 (Wide) (Portugal)November 27th, 2013 (Wide) (Belgium)... Show all releases","19 opening theaters/1,001 max. theaters, 6.2 weeks average run per theater",80.1,https://www.the-numbers.com/movie/Way-Way-Back-The#tab=summary
"4,874","As Above, So Below",2014-08-29,5000000,21222315,41824066,21222315.0,20601751.0,41824066.0,315100.0,540484.0,855584.0,8632820.0,2.46,28002020.0,2014-12-02,R,93,,"Found Footage,Underground,Set in Paris,Archaeology,Supernatural,Supernatural Horror,Father’s Footsteps,Cults,Possessed",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Legendary Pictures,Brothers Dowdle",United States,English,"August 29th, 2014 (Wide) byUniversal",,"2,640 opening theaters/2,650 max. theaters, 3.5 weeks average run per theater",50.7,https://www.the-numbers.com/movie/As-Above-So-Below#tab=summary
"4,875",God’s Not Dead 2,2016-04-01,5000000,20773069,23551286,20773069.0,2778217.0,23551286.0,5204324.0,2962780.0,8167104.0,7623662.0,2.72,25888278.0,2016-07-26,PG,121,God’s Not Dead,"Faith-Based Film,Religious,Christians,Courtroom / Legal Drama,Teachers,Agitprop",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Pure Flix,10 West Studios,Mutiny FX,GND Media Group,Believe Entertainment",United States,English,"April 1st, 2016 (Wide) byPure Flix Entertainment","April 7th, 2016 (Wide) (South Korea)April 8th, 2016 (Wide) (Brazil)April 8th, 2016 (Wide) (Poland)April 20th, 2016 (Wide) (Mexico)April 29th, 2016 (Wide), released asGod's Not Dead 2(Australia)... Show all releases","2,419 opening theaters/2,419 max. theaters, 3.7 weeks average run per theater",88.2,https://www.the-numbers.com/movie/Gods-Not-Dead-2#tab=summary
"4,876",The Apostle,1997-12-17,5000000,20733485,21277770,20733485.0,544285.0,21277770.0,,,,29396.0,7.64,47658111.0,,PG-13,134,,"Religious,Directing Yourself,Screenplay Written By the Star,Life Drama,False Identity,Radio Industry,Infidelity,Relationships Gone Wrong,Killing a Romantic Rival,Crime of Passion,Fugitive / On the Run,Faked Death",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,"December 17th, 1997 (Wide) byOctober Films",,"4 opening theaters/751 max. theaters, 9.0 weeks average run per theater",97.4,https://www.the-numbers.com/movie/Apostle-The#tab=summary
"4,877",The Man From Snowy River,1982-11-03,5000000,20659423,20659721,20659423.0,298.0,20659721.0,,,,694126.0,16.03,72300404.0,2002-05-28,PG,102,Man from Snowy River,"Twins,Same Actor, Multiple Roles,Romance,Young Child Dealing with the Death of a Parent,Orphan,Dysfunctional Family,Love Triangle",Based on Poem,Western,Live Action,Historical Fiction,,Australia,English,"November 3rd, 1982 (Wide) by20th Century Fox","June 13th, 2024 (Limited) (New Zealand)","158 opening theaters/517 max. theaters, 16.3 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Man-From-Snowy-River-The#tab=summary
"4,878",House Party 2,1991-10-23,5000000,19438638,19438638,19438638.0,,,,,,6027105.0,3.23,49773987.0,,R,94,House Party,"Farcical / Slapstick Comedy,Music Industry,Corporate Malfeasance,Parties Gone Wild",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,"October 23rd, 1991 (Wide) byNew Line",,"1,165 opening theaters/1,185 max. theaters, 3.9 weeks average run per theater",100.0,https://www.the-numbers.com/movie/House-Party-2#tab=summary
"4,879",Doug's 1st Movie,1999-03-26,5000000,19421271,19421271,19421271.0,,,,,,4470489.0,4.34,41212846.0,,G,83,,"Family Adventure,Corporate Malfeasance,Environment,Monster",Based on TV,Adventure,Hand Animation,Kids Fiction,,,,"March 26th, 1999 (Wide) byWalt Disney",,"2,268 opening theaters/2,268 max. theaters, 6.7 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Dougs-1st-Movie#tab=summary
"4,880",Race,2016-02-19,5000000,19115191,23745772,19115191.0,4630581.0,23745772.0,2423901.0,1022007.0,3445908.0,7353922.0,2.6,23822161.0,2016-05-31,PG-13,134,,"Olympics,Set in Germany,1930s,Nazis,Track and Field,World Record Attempt,African Americans,Bigotry,Inspirational Sports,Sports Drama,Biography",Based on Real Life Events,Drama,Live Action,Dramatization,"Focus Features,The Jesse Owens Foundation,The Luminary Group,Solo Films,Trinica,Trinity Race","Canada,France,Germany",English,"February 19th, 2016 (Wide) byFocus Features","February 25th, 2016 (Wide) (Croatia)February 25th, 2016 (Wide) (Slovenia)March 3rd, 2016 (Wide) (Iraq)March 3rd, 2016 (Wide) (Kuwait)March 3rd, 2016 (Wide) (Lebanon)... Show all releases","2,369 opening theaters/2,387 max. theaters, 3.2 weeks average run per theater",80.5,https://www.the-numbers.com/movie/Race-(2015)#tab=summary
"4,881",Mommie Dearest,1981-09-18,5000000,19032000,25032000,19032000.0,6000000.0,25032000.0,,,,905920.0,4.08,73800344.0,2006-12-07,PG,129,,"Biography,Dysfunctional Family,Performing Arts,Movie Business,Boarding School,Biographical Drama,Autobiographical,1970s",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,,United States,English,"September 18th, 1981 (Wide) byParamount Pictures","November 9th, 2023 (Limited) (New Zealand)","85 opening theaters/930 max. theaters, 5.2 weeks average run per theater",76.0,https://www.the-numbers.com/movie/Mommie-Dearest#tab=summary
"4,882",Still Alice,2015-01-16,5000000,18656400,41598366,18656400.0,22941966.0,41598366.0,2839894.0,940425.0,3780319.0,212000.0,6.92,23857175.0,2015-04-28,PG-13,99,,"Faulty Memory,Alzheimer,College Professor,Dysfunctional Family,Terminal Illness,Set in New York City,Set in New York,2010s,Set in Manhattan,Academics,Life Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Lutzus-Brown,Killer Films,Big Indie Pictures,Shriver Films",United States,English,"January 16th, 2015 (Limited) bySony Pictures Classics","January 16th, 2015 (Wide) (Spain)January 22nd, 2015 (Wide) (Italy)January 22nd, 2015 (Wide) (New Zealand)January 29th, 2015 (Wide) (Australia)January 30th, 2015 (Wide) (Taiwan)... Show all releases","12 opening theaters/1,318 max. theaters, 4.8 weeks average run per theater",44.8,https://www.the-numbers.com/movie/Still-Alice#tab=summary
"4,883",Halloween 4: The Return of Michael Myers,1988-10-01,5000000,17768757,17768757,17768757.0,,,,692429.0,692429.0,,2.6,46605152.0,2012-08-21,R,88,Halloween,"Slasher Horror,Supernatural",Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,English,"October 1st, 1988 (Wide) byGalaxy International Releasing",,,100.0,https://www.the-numbers.com/movie/Halloween-4-The-Return-of-Michael-Myers-(1988)#tab=summary
"4,884",Apollo 18,2011-09-02,5000000,17686929,26517819,17686929.0,8830890.0,26517819.0,4880353.0,1510058.0,6390411.0,8704271.0,2.03,24043507.0,2011-12-27,PG-13,87,,"Found Footage,Space Program,Conspiracy Theory,Based on an UNTRUE Story,Mockumentary,Epilogue,Surprise Twist,Alien Invasion,Isolation Horror",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"Dimension Films,Bekmambetov Projects",United States,English,"September 2nd, 2011 (Wide) byWeinstein Co.","March 1st, 2012 (Wide) (Peru)May 4th, 2012 (Wide) (Colombia)August 31st, 2012 (Wide) (Venezuela)","3,328 opening theaters/3,330 max. theaters, 2.8 weeks average run per theater",66.7,https://www.the-numbers.com/movie/Apollo-18#tab=summary
"4,885","Paul, Apostle of Christ",2018-03-22,5000000,17547999,26078500,17547999.0,8530501.0,26078500.0,5807367.0,2976013.0,8783380.0,5172585.0,3.39,20764803.0,2018-06-12,PG-13,113,,"Faith-Based Film,Religious,Christians,Discrimination,Prison,Political Prisoner,Ancient Rome,Hagiography,Faith-Based Drama",Based on Religious Text,Drama,Live Action,Dramatization,"Affirm Films,Giving Films,Outside Da Box Films,Mandalay Pictures",United States,English,"March 23rd, 2018 (Wide) bySony Pictures","March 22nd, 2018 (Wide) (Egypt)March 22nd, 2018 (Wide) (Iraq)March 22nd, 2018 (Wide) (Lebanon)March 22nd, 2018 (Wide) (Syria)March 23rd, 2018 (Wide) (Philippines)... Show all releases","1,473 opening theaters/1,746 max. theaters, 3.2 weeks average run per theater",67.3,https://www.the-numbers.com/movie/Paul-Apostle-of-Christ#tab=summary
"4,886",Addicted,2014-10-10,5000000,17390770,17499242,17390770.0,108472.0,17499242.0,3774379.0,,3774379.0,7485346.0,2.32,22946448.0,2015-01-27,R,105,,"African Americans,Interracial Romance,Relationships Gone Wrong,Addiction,Infidelity,Obsession,Erotic Thriller,Erotic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Lionsgate,Paul Hall",United States,English,"October 10th, 2014 (Wide) byLionsgate","May 15th, 2015 (Wide) (Mexico)","846 opening theaters/1,037 max. theaters, 3.8 weeks average run per theater",99.4,https://www.the-numbers.com/movie/Addicted#tab=summary
"4,887",O (Othello),2001-08-31,5000000,16017403,16017403,16017403.0,,,,,,5655658.0,2.83,30506635.0,,R,,,"Modern Adaptation,Voiceover/Narration,Dysfunctional Family,Basketball,Romance,Relationships Gone Wrong,Revenge,Suicide,Bullies,Narcotics,Boarding School,Hallucinations,Bigotry,Romantic Drama",Based on Play,Drama,Live Action,Contemporary Fiction,,United States,,"August 31st, 2001 (Wide) byLionsgate",,"1,434 opening theaters/1,464 max. theaters, 4.3 weeks average run per theater",100.0,https://www.the-numbers.com/movie/O-(Othello)#tab=summary
